,Street,City,PO,Country,lon,lat
368,439 Templeton Ave, Daly City,94014,USA,-122.4521447698066,37.705746713418414
369,4173 Mission St, San Francisco,94112,USA,-122.42979897619048,37.73039935714286
370,2899 16th St, San Francisco,94103,USA,-122.417324,37.76511
371,439 Bellevue Ave, Daly City,94014,USA,-122.44936994554836,37.70545698344394
372,55 Potomac St, San Francisco,94117,USA,-122.4327233,37.7700056
373,6 Van Buren St, San Francisco,94131,USA,-122.43554252715921,37.73661520657363
374,1583 Dolores St, San Francisco,94110,USA,-122.42424266666667,37.744155666666664
375,567 Athens St, San Francisco,94112,USA,-122.43022375419255,37.71895465
376,1198 Cayuga Ave, San Francisco,94112,USA,-122.442428,37.719732
377,399 Hampshire St, San Francisco,94110,USA,-122.408332,37.764556
378,361 Frankfort St, Daly City,94014,USA,-122.4490912455625,37.70461579955708
379,399 Hampshire St, San Francisco,94110,USA,-122.408332,37.764556
380,119 Utah St, San Francisco,94103,USA,-122.4065246,37.7676612
381,360 Laidley St, San Francisco,94131,USA,-122.429072,37.737319408163266
382,1480 Folsom St, San Francisco,94103,USA,-122.41417138657243,37.7723254
383,105 Sanchez St, San Francisco,94114,USA,-122.4310715,37.767431916666666
384,102 Cordova St, San Francisco,94112,USA,-122.43607218875815,37.71209075
385,68 Arnold Ave, San Francisco,94110,USA,-122.4197489375,37.7344343125
386,70 Everson St, San Francisco,94131,USA,-122.43055268969941,37.73855985718213
387,398 Silver Ave, San Francisco,94112,USA,-122.428824,37.728453
388,1685 Bryant St, San Francisco,94103,USA,-122.41040928571428,37.765885142857144
389,161 Boutwell St, San Francisco,94124,USA,-122.40536813107184,37.735050900000005
390,976 Athens St, San Francisco,94112,USA,-122.43448446367229,37.71396735
391,398 Silver Ave, San Francisco,94112,USA,-122.428824,37.728453
392,283 Madrid St, San Francisco,94112,USA,-122.43006873688016,37.72491934999999
393,299 Raymond Ave, San Francisco,94134,USA,-122.40908,37.713681
394,40 Everson St, San Francisco,94131,USA,-122.43022152607223,37.73858932161512
395,115 Mateo St, San Francisco,94131,USA,-122.42929585714285,37.73682657142857
396,1101 Cayuga Ave, San Francisco,94112,USA,-122.44037109445617,37.72077045
397,54 Valley St, San Francisco,94110,USA,-122.42349683333333,37.74477729166667
398,551 Presidio Blvd, San Francisco,94129,USA,-122.4530117,37.798635250000004
399,3016 Jackson St, San Francisco,94115,USA,-122.44491868454915,37.7913826
400,1050 Geneva Ave, San Francisco,94112,USA,-122.438790395978,37.715073700000005
401,230 Madrid St, San Francisco,94112,USA,-122.42986389999999,37.7258612
402,109 Sanchez St, San Francisco,94114,USA,-122.431067,37.76738583333333
403,1690 Folsom St, San Francisco,94103,USA,-122.4161026898608,37.7700188
404,122 Paris St, San Francisco,94112,USA,-122.4314350091623,37.726759349999995
405,1200 15th St, San Francisco,94103,USA,-122.4129866,37.7671002
406,225 Schwerin St, San Francisco,94134,USA,-122.41132536513761,37.710137450000005
407,3198 17th St, San Francisco,94110,USA,-122.417184,37.763663
408,610 Thornton Ave, San Francisco,94124,USA,-122.39983838635337,37.731785450000004
409,449 Templeton Ave, Daly City,94014,USA,-122.45209946385343,37.70570951096907
410,92 Waterville St, San Francisco,94124,USA,-122.40290008840414,37.734617
411,633 Bayshore Blvd, San Francisco,94124,USA,-122.40666023682407,37.73735221657186
412,2621 Divisadero St, San Francisco,94123,USA,-122.4417400612245,37.79400426530612
413,36 Addison St, San Francisco,94131,USA,-122.43027499690137,37.73792084173832
414,75 Santa Fe Ave, San Francisco,94124,USA,-122.40032240089305,37.733855250000005
415,512 Arlington St, San Francisco,94131,USA,-122.43009199735856,37.73487753194846
416,99 Conkling St, San Francisco,94124,USA,-122.401717,37.734857
417,25 Lippard Ave, San Francisco,94131,USA,-122.435176,37.73536733333333
418,21 Noe St, San Francisco,94114,USA,-122.4334282244898,37.768761
419,455 Golden Gate Ave, San Francisco,94102,USA,-122.41790920397379,37.7810445
420,899 Moscow St, San Francisco,94112,USA,-122.4331357070707,37.71377326262626
421,183 Oxford St, San Francisco,94134,USA,-122.4198973265306,37.727668102040816
422,728 Brunswick St, San Francisco,94112,USA,-122.44845526049238,37.708976199999995
423,658 Silver Ave, San Francisco,94134,USA,-122.4223288428042,37.72875670346315
424,1390 Market St, San Francisco,94102,USA,-122.41764079926787,37.7769667
425,48 Cayuga Ave, San Francisco,94112,USA,-122.42939722726064,37.731750500000004
426,250 Valencia St, San Francisco,94103,USA,-122.42237923076922,37.76893515384615
427,792 Schwerin St, Daly City,94014,USA,-122.41401458435995,37.70485234506852
428,312 Leland Ave, San Francisco,94134,USA,-122.40979097201375,37.7133743
429,21 Lyell St, San Francisco,94112,USA,-122.43168372204755,37.73256345
430,439 Chenery St, San Francisco,94131,USA,-122.42943,37.73598581632653
431,55 Verna St, San Francisco,94127,USA,-122.44822358292413,37.73486160905943
432,227 Accacia St, Daly City,94014,USA,-122.41584681284681,37.704545703687174
433,18 Miguel St, San Francisco,94131,USA,-122.43062718927439,37.73908967328588
434,1623 Silliman St, San Francisco,94134,USA,-122.42128202860431,37.7268465
435,110 Cayuga Ave, San Francisco,94112,USA,-122.43094281219288,37.7313183
436,110 Madrid St, San Francisco,94112,USA,-122.42844955006628,37.727706
437,39 Alemany Blvd, San Francisco,94124,USA,-122.40891496428571,37.736955428571434
438,258 Potrero Ave, San Francisco,94103,USA,-122.407652,37.765898
439,3172 Sacramento St, San Francisco,94115,USA,-122.4450952244898,37.78850857142857
440,1798 Felton St, San Francisco,94134,USA,-122.422228,37.725512
441,2509 Filbert St, San Francisco,94123,USA,-122.4408523590779,37.7971831
442,373 S Van Ness Ave, San Francisco,94103,USA,-122.41745723252771,37.76733875
443,60 29th St, San Francisco,94110,USA,-122.42219308695653,37.74405004347826
444,615 Hanover St, Daly City,94014,USA,-122.44955533347942,37.70688544553972
445,3035 Pacific Ave, San Francisco,94115,USA,-122.44525685714287,37.791928020408164
446,4173 Mission St, San Francisco,94112,USA,-122.42979897619048,37.73039935714286
447,25 Curtis St, San Francisco,94112,USA,-122.43981520282063,37.7144574
448,934 Brannan St, San Francisco,94103,USA,-122.4062846,37.7708144
449,2940 Pacific Ave, San Francisco,94115,USA,-122.44372357142856,37.79229020408163
450,41 14th St, San Francisco,94103,USA,-122.41465492181987,37.76839735
451,227 Edinburgh St, San Francisco,94112,USA,-122.42859796980846,37.72533945
452,498 Golden Gate Ave, San Francisco,94102,USA,-122.418671,37.781337
453,398 Augusta St, San Francisco,94124,USA,-122.4024097,37.7344712
454,140 Potrero Ave, San Francisco,94103,USA,-122.40786195918368,37.76780522448979
455,201 Edinburgh St, San Francisco,94112,USA,-122.42837542247639,37.7257137
456,58 Roscoe St, San Francisco,94110,USA,-122.41887966666667,37.734446
457,231 Harvard St, San Francisco,94134,USA,-122.42051027233384,37.7267376
458,810 Silver Ave, San Francisco,94134,USA,-122.418552,37.728979
459,281 Oriente St, Daly City,94014,USA,-122.41536997353867,37.70347308102562
460,4 S Hill Blvd, San Francisco,94112,USA,-122.43289158841235,37.712577546339894
461,1149 Alemany Blvd, San Francisco,94112,USA,-122.43019973469387,37.730712857142855
462,2037 Revere Ave, San Francisco,94124,USA,-122.39856153742858,37.7360635
463,111 Potrero Ave, San Francisco,94103,USA,-122.40768648979592,37.768133306122444
464,224 S Van Ness Ave, San Francisco,94103,USA,-122.41847825937501,37.76932525
465,2524 Greenwich St, San Francisco,94123,USA,-122.44139375,37.7984364
466,208 Utah St, San Francisco,94103,USA,-122.4068138,37.7669618
467,333 College Ave, San Francisco,94112,USA,-122.42395195779314,37.734166761561895
468,207 Oriente St, Daly City,94014,USA,-122.41486203623332,37.7046171704625
469,150 Hampshire St, San Francisco,94103,USA,-122.408561582267,37.7673745806589
470,2121 Lyon St, San Francisco,94115,USA,-122.44632367922412,37.79049365
471,331 Gambier St, San Francisco,94134,USA,-122.42098584692823,37.72527685
472,69A Potomac St, San Francisco,94117,USA,-122.4327278,37.7707983
473,702 15th St, San Francisco,94103,USA,-122.40785997959183,37.767154265306125
474, 301 Van Ness Ave, San Francisco,94102,USA,-122.42092762724732,37.7785369
475,120 Sanchez St, San Francisco,94114,USA,-122.4312605,37.76723558333333
476,66 Potrero Ave, San Francisco,94103,USA,-122.40792866666668,37.76853066666666
477,198 Naylor St, San Francisco,94112,USA,-122.433212,37.710314
478,55 Erie St, San Francisco,94103,USA,-122.41678027689953,37.76916843736019
479,620 Folsom St, San Francisco,94107,USA,-122.39721714814814,37.78525337037037
480,141 Treat St, San Francisco,94103,USA,,37.7790262
481,225 Pioche St, San Francisco,94134,USA,-122.42079539324857,37.72820825
482,98 Noe St, San Francisco,94114,USA,-122.433523,37.767579
483,3135 Washington St, San Francisco,94115,USA,-122.44489738775509,37.79016736734694
484,1800 Folsom St, San Francisco,94103,USA,-122.41612132915981,37.767617200000004
485,2300 16th St, San Francisco,94103,USA,-122.40947083817584,37.7657494997075
486,72 Converse St, San Francisco,94103,USA,-122.40810439583333,37.77246777083333
487,135 Kissling St, San Francisco,94103,USA,-122.41517989961974,37.7718785
488,2099 Alemany Blvd, San Francisco,94112,USA,-122.441088,37.718626
489,852 Schwerin St, Daly City,94014,USA,-122.41454994363536,37.70364303398062
490,2012 16th St, San Francisco,94103,USA,-122.40679816326531,37.76590997959184
491,188 Elliot St, San Francisco,94134,USA,-122.41105481632653,37.715245714285714
492,170 Madison St, San Francisco,94134,USA,-122.42317750123507,37.72696225
493,43 Cordova St, San Francisco,94112,USA,-122.43580232359308,37.71273385
494,1399 15th St, San Francisco,94103,USA,-122.415299,37.766864
495,386 Raymond Ave, San Francisco,94134,USA,-122.41096733411811,37.7144509
496,1320 Bryant St, San Francisco,94103,USA,-122.41093918405075,37.76918294683584
497,350 Arleta Ave, San Francisco,94134,USA,-122.40994571428571,37.71485108163265
498,1390 Market St, San Francisco,94102,USA,-122.41764079926787,37.7769667
499,154 Lisbon St, San Francisco,94112,USA,-122.43098048337053,37.725911249999996
500,398 Hampshire St, San Francisco,94110,USA,-122.40856653488372,37.764846453488374
501,3150 Sacramento St, San Francisco,94115,USA,-122.44485275138521,37.7888554
502,808 Twin Peaks Blvd, San Francisco,94131,USA,-122.44744115403081,37.750202273895255
503,808 Twin Peaks Blvd, San Francisco,94131,USA,-122.44744115403081,37.750202273895255
504,4199 Mission St, San Francisco,94112,USA,-122.429829,37.729999
505,2024 Revere Ave, San Francisco,94124,USA,-122.39809172657658,37.73595345
506,620 Silver Ave, San Francisco,94134,USA,-122.42322259772396,37.728643399999996
507,5715 Mission St, San Francisco,94112,USA,-122.44866643753008,37.709975
508,436 Murray St, San Francisco,94110,USA,-122.42008,37.73553
509,3222 Washington St, San Francisco,94115,USA,-122.44634846938776,37.79014979591837
510,599 S Van Ness Ave, San Francisco,94110,USA,-122.41724,37.763701
511,30 Camellia Ave, San Francisco,94112,USA,-122.43145706002579,37.729997749999995
512,1580 Geneva Ave, San Francisco,94112,USA,-122.4302352640298,37.71228902660304
513,1544 Geneva Ave, San Francisco,94112,USA,-122.43095379208944,37.712437079809106
514,151 Potrero Ave, San Francisco,94103,USA,-122.4101138,37.7684323
515,1121 Athens St, San Francisco,94112,USA,-122.43504370764464,37.7124017
516,618 Hanover St, Daly City,94014,USA,-122.44971438189259,37.707011100504445
517,298 Grove St, San Francisco,94102,USA,-122.4153873,37.7788136
518,30 Grove St, San Francisco,94102,USA,-122.41532614285714,37.77890042857143
519,962 Teresita Blvd, San Francisco,94127,USA,-122.44774179161429,37.73419646742316
520,45 Chilton Ave, San Francisco,94131,USA,-122.43642061630035,37.73450185117474
521,2200 Market St, San Francisco,94114,USA,-122.4314466,37.7658057
522,25 Essex St, San Francisco,94105,USA,-122.39526142464591,37.786190331461555
523,98 Polk St, San Francisco,94102,USA,-122.417915,37.777404
524,473 Chenery St, San Francisco,94131,USA,-122.42978699999999,37.73575302040816
525,318 Excelsior Ave, San Francisco,94112,USA,-122.43093200571047,37.72475615
526,1800 Folsom St, San Francisco,94103,USA,-122.41612132915981,37.767617200000004
527,199 Acton St, Daly City,94014,USA,-122.451322,37.706508
528,1749 Harrison St, San Francisco,94103,USA,-122.41331995386012,37.769070444812414
529,207 Morse St, San Francisco,94112,USA,-122.43974778446781,37.7127335
530,3235 Clay St, San Francisco,94115,USA,-122.44628900741503,37.788925
531,611 Folsom St, San Francisco,94107,USA,-122.39652805,37.78496525
532,91 Henry St, San Francisco,94114,USA,-122.43301324489796,37.76659846938776
533,554 Athens St, San Francisco,94112,USA,-122.43047990412838,37.71932325
534,650 Harrison St, San Francisco,94107,USA,-122.39648212,37.78338348
535,2 Mateo St, San Francisco,94131,USA,-122.430054,37.737301
536,131 Winchester St, Daly City,94014,USA,-122.45020085084835,37.70740830136136
537,25 Addison St, San Francisco,94131,USA,-122.43012530614372,37.737725413811695
538,666 Chenery St, San Francisco,94131,USA,-122.43342626530612,37.73460216326531
539,553 Vienna St, San Francisco,94112,USA,-122.43082713265638,37.7195678
540,685 Twin Peaks Blvd, San Francisco,94114,USA,-122.44872099839223,37.751156769154534
541,224 Pioche St, San Francisco,94134,USA,-122.4208946426716,37.7285828
542,2334 16th St, San Francisco,94103,USA,-122.40977238411483,37.765731285523266
543,65 Rousseau St, San Francisco,94112,USA,-122.4301434279968,37.733603200000005
544,4120 Mission St, San Francisco,94112,USA,-122.42983390441117,37.73054915
545,3301 Washington St, San Francisco,94118,USA,-122.447467,37.78984
546,1198 Cayuga Ave, San Francisco,94112,USA,-122.442428,37.719732
547,150 Duncan St, San Francisco,94110,USA,-122.42348595918368,37.746389367346936
548,176 Duncan St, San Francisco,94110,USA,-122.42397889795919,37.74635991836735
549,343 Frankfort St, Daly City,94014,USA,-122.4488178505938,37.70470939756397
550,965 Geneva Ave, San Francisco,94112,USA,-122.44010139999999,37.715830475000004
551,4056 Mission St, San Francisco,94112,USA,-122.42740007106902,37.73279206944048
552,197 Rickard St, San Francisco,94134,USA,-122.40787582957604,37.73400885673954
553,792 Schwerin St, Daly City,94014,USA,-122.41401458435995,37.70485234506852
554,1690 Folsom St, San Francisco,94103,USA,-122.4161026898608,37.7700188
555,240 Lowell St, San Francisco,94112,USA,-122.44537033333333,37.709356523809525
556,959 Chenery St, San Francisco,94131,USA,-122.43838226315789,37.73543005263158
557,56 Chilton Ave, San Francisco,94131,USA,-122.43664341554297,37.73447425871588
558,355 Arleta Ave, San Francisco,94134,USA,-122.41015184323483,37.714646450000004
559,3040 Jackson St, San Francisco,94115,USA,-122.4452274779436,37.7913687
560,1906 Baker St, San Francisco,94115,USA,-122.4437521628706,37.788881
561,99 Shotwell St, San Francisco,94103,USA,-122.416458,37.767
562,268 Alabama St, San Francisco,94103,USA,-122.4125619375,37.765930125000004
563,1390 Market St, San Francisco,94102,USA,-122.41764079926787,37.7769667
564,27 Day St, San Francisco,94110,USA,-122.42342453061225,37.74300767346939
565,310 Ottilia St, Daly City,94014,USA,-122.41588337707329,37.70522634821381
566,1154 Alemany Blvd, San Francisco,94112,USA,-122.43029880005,37.73109225
567,631 Hanover St, Daly City,94014,USA,-122.44986335241663,37.706780280041876
568,101 Boutwell St, San Francisco,94124,USA,-122.405488,37.735225
569,44 Agnon Ave, San Francisco,94112,USA,-122.42246940117839,37.734777964850544
570,68 Lippard Ave, San Francisco,94131,USA,-122.43576362499999,37.734459625
571,119A Steiner St, San Francisco,94117,USA,-122.4316049,37.7694188
572,799 Moscow St, San Francisco,94112,USA,-122.432154,37.715102
573,16 Risel Ave, Daly City,94014,USA,-122.44931292753732,37.70642446795122
574,900 Madrid St, San Francisco,94112,USA,-122.43737250220897,37.71599535
575,1558 Dolores St, San Francisco,94110,USA,-122.42458483333334,37.744041833333334
576,166 Potrero Ave, San Francisco,94103,USA,-122.40783463265306,37.76753302040816
577,3032 Divisadero St, San Francisco,94123,USA,-122.44224671428572,37.797540326530616
578,3010 Pacific Ave, San Francisco,94115,USA,-122.44496242857143,37.79213265306122
579,286 Raymond Ave, San Francisco,94134,USA,-122.40884471742325,37.71387155
580,1596 Dolores St, San Francisco,94110,USA,-122.42463154166667,37.74447804166667
581,31 Morse St, San Francisco,94112,USA,-122.43747705000001,37.71336205
582,210 29th St, San Francisco,94131,USA,-122.4250832,37.7438964
583,3273 Sacramento St, San Francisco,94115,USA,-122.446518,37.7881616122449
584,319 Raymond Ave, San Francisco,94134,USA,-122.40972060134783,37.7137387
585,645 Persia Ave, San Francisco,94112,USA,-122.43044584725796,37.7206799
586,68 Potomac St, San Francisco,94117,USA,-122.432544375,37.770525750000004
587,189 13th St, San Francisco,94103,USA,-122.4114887,37.7694014
588,2201 Market St, San Francisco,94114,USA,-122.43123241769175,37.76586261505694
589,271 Surrey St, San Francisco,94131,USA,-122.43628686356953,37.735754186622614
590,2290 16th St, San Francisco,94103,USA,-122.40938214819379,37.765754856820514
591,450 10th St, San Francisco,94103,USA,-122.410216,37.770565
592,3121 Pierce St, San Francisco,94115,USA,-122.43944661660267,37.7989245
593,359 Silver Ave, San Francisco,94112,USA,-122.42953674972071,37.72862666499944
594,520 Arlington St, San Francisco,94131,USA,-122.43022999559761,37.734787886580776
595,444 Naples St, San Francisco,94112,USA,-122.43081673847166,37.72175225
596,50 Alberta St, San Francisco,94134,USA,-122.409963,37.7164985
597,196 Lippard Ave, San Francisco,94131,USA,-122.43634457305217,37.732531198349385
598,2 Naylor St, San Francisco,94112,USA,-122.43427069520897,37.7111721
599,1398 15th St, San Francisco,94103,USA,-122.415315,37.767028
600,280 Arleta Ave, San Francisco,94134,USA,-122.40845948110044,37.71454215
601,447 Laidley St, San Francisco,94131,USA,-122.43015456097561,37.73639958536585
602,1245 Market St, San Francisco,94102,USA,-122.41542793877551,37.77834903061225
603,73 Noe St, San Francisco,94114,USA,-122.43335340816327,37.767981
604,737 Burnett Ave, San Francisco,94131,USA,-122.44555150328571,37.7505128
605,100 Larkin St, San Francisco,94102,USA,-122.41578535077579,37.779196850000005
606,151 Lippard Ave, San Francisco,94131,USA,-122.43597282615463,37.73309048376526
607,150 Hampshire St, San Francisco,94103,USA,-122.408561582267,37.7673745806589
608,99 Avalon Ave, San Francisco,94112,USA,-122.431847,37.727445
609,2636 Vallejo St, San Francisco,94123,USA,-122.44075091396138,37.79475105
610,2300 16th St, San Francisco,94103,USA,-122.40947083817584,37.7657494997075
611,1099 Ellsworth St, San Francisco,94112,USA,-122.418859,37.732329
612,119 Utah St, San Francisco,94103,USA,-122.4065246,37.7676612
613,357 Alemany Blvd, San Francisco,94110,USA,-122.41328825,37.73364322916667
614,399 Golden Gate Ave, San Francisco,94102,USA,-122.416976,37.781385
615,125 Accacia St, Daly City,94014,USA,-122.41504885593137,37.70634443100229
616,730 Geneva Ave, San Francisco,94112,USA,-122.44320379999999,37.7183722
617,170 S Van Ness Ave, San Francisco,94103,USA,-122.41802831711493,37.770466400000004
618,2760 Divisadero St, San Francisco,94123,USA,-122.44172071428572,37.79494406122449
619,42 Walter St, San Francisco,94114,USA,-122.43249683333333,37.768506
620,2300 16th St, San Francisco,94103,USA,-122.40947083817584,37.7657494997075
621,3160 Clay St, San Francisco,94115,USA,-122.4451202328865,37.78953775
622,1117 Cayuga Ave, San Francisco,94112,USA,-122.4405468443244,37.72045505
623,148 Oriente St, Daly City,94014,USA,-122.41456366112345,37.70578457466609
624,50 28th St, San Francisco,94110,USA,-122.423386,37.745589499999994
625,4963 Mission St, San Francisco,94112,USA,-122.43883531750348,37.71892135
626,2685 Diamond St, San Francisco,94131,USA,-122.4343502195122,37.73639487804878
627,302 Potrero Ave, San Francisco,94110,USA,-122.40762510204083,37.765632591836734
628,1919 Baker St, San Francisco,94115,USA,-122.44432040769868,37.789227600000004
629,808 Twin Peaks Blvd, San Francisco,94131,USA,-122.44744115403081,37.750202273895255
630,237 Oxford St, San Francisco,94134,USA,-122.4194724685352,37.72693175
631,215 Harvard St, San Francisco,94134,USA,-122.4206224996904,37.726922650000006
632,801 Silver Ave, San Francisco,94134,USA,-122.41833338802653,37.729588250000006
633,1063 Geneva Ave, San Francisco,94112,USA,-122.43819220515344,37.715380100000004
634,25 Belcher St, San Francisco,94114,USA,-122.43009697959184,37.768911571428575
635,2925 Geneva Ave, Daly City,94014,USA,-122.41376086723233,37.70662758643538
636,146 London St, San Francisco,94112,USA,-122.43248045317716,37.7267806
637,227 Bemis St, San Francisco,94131,USA,-122.43165471428571,37.73631469387755
638,125 Schwerin St, San Francisco,94134,USA,-122.41067475393024,37.71168265
639,706 Acton St, Daly City,94014,USA,-122.44949410833135,37.70391459239825
640,145 S Van Ness Ave, San Francisco,94103,USA,-122.4176859277115,37.7712262
641,498 Bellevue Ave, Daly City,94014,USA,-122.45117,37.705031
642,305 Ottilia St, Daly City,94014,USA,-122.41591865245526,37.70506118202092
643,231 Seneca Ave, San Francisco,94112,USA,-122.44310972314608,37.7202894
644,845 Chenery St, San Francisco,94131,USA,-122.4362137625423,37.73480809657096
645,121 Accacia St, Daly City,94014,USA,-122.41502097974448,37.706407329601944
646,5 Moffitt St, San Francisco,94131,USA,-122.43158060750618,37.73670208190946
647,1699 Howard St, San Francisco,94103,USA,-122.41730630251195,37.7702054
648,361 Frankfort St, Daly City,94014,USA,-122.4490912455625,37.70461579955708
649,327 Arleta Ave, San Francisco,94134,USA,-122.40958376152267,37.71447785
650,1949 Silver Ave, San Francisco,94124,USA,-122.4011261347931,37.73539665
651,19 Waterville St, San Francisco,94124,USA,-122.40268924489796,37.73555506122449
652,1257 Alemany Blvd, San Francisco,94112,USA,-122.43218058839088,37.73007355
653,526 Naples St, San Francisco,94112,USA,-122.4317842668705,37.720515899999995
654,80 Charter Oak Ave, San Francisco,94124,USA,-122.40547556691958,37.73708585
655,198 Florida St, San Francisco,94103,USA,-122.411818,37.768231
656,1618 Guerrero St, San Francisco,94110,USA,-122.42243832876713,37.74599346575342
657,420 Leland Ave, San Francisco,94134,USA,-122.41207899711154,37.71400795
658,2736 16th St, San Francisco,94103,USA,-122.41396338249089,37.76547866823414
659,10 29th St, San Francisco,94110,USA,-122.42118483333333,37.744105000000005
660,2300 16th St, San Francisco,94103,USA,-122.40947083817584,37.7657494997075
661,155 Duncan St, San Francisco,94110,USA,-122.42354579591837,37.74622083673469
662,54 Valley St, San Francisco,94110,USA,-122.42349683333333,37.74477729166667
663,719 Sweeny St, San Francisco,94134,USA,-122.41807333555904,37.730245190153475
664,1489 Folsom St, San Francisco,94103,USA,-122.4137834,37.7718757
665,2300 16th St, San Francisco,94103,USA,-122.40947083817584,37.7657494997075
666,1770 15th St, San Francisco,94103,USA,-122.423655,37.766525
667,425 2nd St, San Francisco,94107,USA,-122.39445106583963,37.78413175
668,617 San Jose Avenue, San Francisco,94110,USA,-122.42238288004378,37.745386848858125
669,631 Hanover St, Daly City,94014,USA,-122.44986335241663,37.706780280041876
670,731 Lisbon St, San Francisco,94112,USA,-122.43726086478102,37.7168563
671,616 Rolph St, San Francisco,94112,USA,-122.43241865,37.7114653
672,370 Valencia St, San Francisco,94103,USA,-122.42219210044627,37.76699343886442
673,263 Potrero Ave, San Francisco,94103,USA,-122.40748981632653,37.766300183673465
674,322 Presidio Ave, San Francisco,94115,USA,-122.44684348809523,37.78879
675,140 Cuvier St, San Francisco,94112,USA,-122.42859186784511,37.732995872481474
676,2615 Scott St, San Francisco,94123,USA,-122.4400346792077,37.79402757849397
677,355 Frankfort St, Daly City,94014,USA,-122.44900011390627,37.70464699889271
678,359 Dore St, San Francisco,94103,USA,-122.40792422448979,37.769971591836736
679,3093 Sacramento St, San Francisco,94115,USA,-122.44368820408164,37.78851946938775
680,124 Oriente St, Daly City,94014,USA,-122.4143964042777,37.706162319999954
681,196 Elliot St, San Francisco,94134,USA,-122.41107016326531,37.71520914285715
682,771 Sweeny St, San Francisco,94134,USA,-122.41882386744567,37.73030421655372
683,341 Laidley St, San Francisco,94131,USA,-122.42873,37.73732893877551
684,1299 San Jose Avenue, San Francisco,94112,USA,-122.42938,37.734326
685,359 Hermann St, San Francisco,94117,USA,-122.43100169387755,37.77004197959184
686,400 Duboce Ave, San Francisco,94117,USA,-122.42945727097057,37.769786100000005
687,564 Duboce Ave, San Francisco,94117,USA,-122.43282685416666,37.769143916666664
688,81 Albion St, San Francisco,94103,USA,-122.4230474489796,37.76522573469388
689,701 Bayshore Blvd, San Francisco,94124,USA,-122.40622789597137,37.73585355
690,1951 Lyon St, San Francisco,94115,USA,-122.44596983925041,37.7889662
691,130 Joost Ave, San Francisco,94131,USA,-122.43822259183673,37.732456551020405
692,75 W View Ave, San Francisco,94134,USA,-122.41781671428572,37.731135836734694
693,459 Bellevue Ave, Daly City,94014,USA,-122.44977151219345,37.705319127614814
694,121 Harvard St, San Francisco,94134,USA,-122.42108605396716,37.728057449999994
695,257 Crescent Ave, San Francisco,94110,USA,-122.41919066666667,37.735088555555556
696,140 Potrero Ave, San Francisco,94103,USA,-122.40786195918368,37.76780522448979
697,71 Lyell St, San Francisco,94112,USA,-122.43148532322238,37.7316253
698,484 Chenery St, San Francisco,94131,USA,-122.430045,37.73579785714286
699,2635 Green St, San Francisco,94123,USA,-122.44253747688938,37.79501365
700,246 Richland Ave, San Francisco,94110,USA,-122.42174597959183,37.73577463265306
701,869 Schwerin St, Daly City,94014,USA,-122.41454052166263,37.703167883578246
702,1851 15th St, San Francisco,94103,USA,-122.425347,37.766257
703,107 28th St, San Francisco,94131,USA,-122.4250497,37.745319
704,129 Steiner St, San Francisco,94117,USA,-122.43188599999999,37.7703512
705,1675 Howard St, San Francisco,94103,USA,-122.41723103614287,37.770475149999996
706,412 Valencia St, San Francisco,94103,USA,-122.42212039130435,37.76626152173913
707,302 Silver Ave, San Francisco,94112,USA,-122.4333789,37.7298478
708,1201 Naples St, San Francisco,94112,USA,-122.43774673855756,37.711543750000004
709,2000 Folsom St, San Francisco,94110,USA,-122.41584515707217,37.76483195
710,2672 Vallejo St, San Francisco,94123,USA,-122.441436,37.794504
711,431 Vienna St, San Francisco,94112,USA,-122.42942660052448,37.7214192
712,92 Charter Oak Ave, San Francisco,94124,USA,-122.40484148649956,37.73661031819829
713,247 Madrid St, San Francisco,94112,USA,-122.42964480252729,37.72543005
714,974 Geneva Ave, San Francisco,94112,USA,-122.44010076735003,37.71569795
715,110 Steiner St, San Francisco,94117,USA,-122.4316615,37.770281
716,1253 Geneva Ave, San Francisco,94112,USA,-122.4352528,37.7136471
717,165 Burnside Ave, San Francisco,94131,USA,-122.43856223842623,37.733538169104236
718,3169 Clay St, San Francisco,94115,USA,-122.44519889622012,37.7891335
719,598 Harrison St, San Francisco,94105,USA,-122.39496144274221,37.784352298321515
720,528 Folsom St, San Francisco,94105,USA,-122.3954612,37.7869022
721,91 Charter Oak Ave, San Francisco,94124,USA,-122.40456204945737,37.736858600000005
722,145 Oxford St, San Francisco,94134,USA,-122.42005010204082,37.72803646938775
723,1399 15th St, San Francisco,94103,USA,-122.415299,37.766864
724,270 Arleta Ave, San Francisco,94134,USA,-122.40822699260163,37.7144552
725,57 Morse St, San Francisco,94112,USA,-122.43782564607605,37.7132109
726,19 Waterville St, San Francisco,94124,USA,-122.40268924489796,37.73555506122449
727,152 Helena St, San Francisco,94124,USA,-122.40450993489793,37.73657435
728,78 Sanchez St, San Francisco,94114,USA,-122.43133579166667,37.76802033333333
729,1218 Market St, San Francisco,94102,USA,-122.41515077551021,37.7785686122449
730,2134 Market St, San Francisco,94114,USA,-122.42954827987215,37.76673009009476
731,1138 Cayuga Ave, San Francisco,94112,USA,-122.440969,37.720331
732,3100 Washington St, San Francisco,94115,USA,-122.44447,37.790389
733,1599 Folsom St, San Francisco,94103,USA,-122.414821,37.770947
734,146 Paris St, San Francisco,94112,USA,-122.43169699987561,37.726409450000006
